name,latitude,longitude,address,rating,review
Kawasan Malioboro,-7.7931696,110.3655452,"Jl. Malioboro No.101, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271, Indonesia",4.7,"Great traditional shopping district - Weekends are very busy and crowded. Those looking for souvenirs are perfect, lots of choices and low prices. - For new tourists who want to go to Jogja, be careful if you want to take a motorbike-rickshaw which offers itself at a price of 10,000/around the Jogja tourism city, including to the center of souvenirs, especially at night. Bad experience from what I had, I''m a new traveler and don''t understand the tariff rule of 10,000, which means we are invited to go for a walk, with the condition that we have to buy snacks along the Jogja center for souvenirs Maliobor, Bringharjo, and the Jogja Palace, so that the collision gets points. As a result of my ignorance of this, I didn''t snack along the way because I just followed a friend who was riding a bump in front for my friend who was wanting to shop. My rickshaw-motorcycle friend and I were treated quite unpleasantly by the collision because they didn''t get any points because we didn''t have any snacks, even when I paid more, the money was just thrown on the ground and only 10,000 was taken, because he said he didn''t got points and got annoyed with us because we didn''t snack.
Maybe that night I was unlucky to have the driver crash, whereas it seems the other crashes are not a problem and are still behaving well.

For new tourists, I suggest you should ask first, if someone offers a bump at a rate of 10,000, it''s really just going around Malioboro tourism / we MUST HAVE SALTS AROUND THE CENTER OF THE SELECTIONS so he GETS POINTS, thank you. - The second time I came here I found this place crowded with various cultural tribes spilling out on the streets.

It is also in this area that I enjoy evening evenings at Malioboro, a literary community with anthology readings.

In this place I also feel the real road pavement, wide and lots of seats.

There is a Hamzah batik shop that is never empty, and chicken satay traders, carriages and street buskers fill the crowded streets

The more crowded the more interesting - The location is always crowded for pedestrians to pass by, it''s even more exciting when in the afternoon there is a musical song that is played together, it''s always busy, the seller is friendly, really suitable for pedestrians, while looking at what want to be in wholesale to be used as souvenirs when returning to their respective cities, for gifts the price ranges from 10,000 to 35,000 so everything is still friendly..."
Pasar Grosir Jogja,-7.9341955,110.301001,"3882+8CC, banjarwaru, Krekah, Gilangharjo, Kec. Pandak, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55761, Indonesia",4.8,"Regarding the results and all forms of processes, they are very good, like this, they have to be given five stars - Very joss, the seller turned out to be a pious person - I want to sell a boss''s boy''s shirt, direct first hand from the convection. Is there a men''s shirt wholesale shop here? - The cheapest clothing place and really recommended for those who like shopping - The best t-shirt center in Jogja"
PAMERAN & PENJUALAN TOYOTA,-7.7980048,110.3687808,"6929+QGR, Ngupasan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55122, Indonesia",0,
Bakol wader jogja,-7.8509959,110.412058,"4CX6+JR3, Bintaran, Jambidan, Banguntapan, Bantul Regency, Special Region of Yogyakarta, Indonesia",0,
AB Oleh-oleh Jogja,-7.7916103,110.3668671,"Jalan Malioboro no 56, Lorong P&Q No.30, Suryatmajan, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55212, Indonesia",5,"buy a negligee at AB for souvenirs from Jogja, don''t doubt it, the point is that it''s really good... And the material is cool, comfortable, the fabric is good, it''s not easy to damage, it''s durable... You won''t regret buying it here
Haven''t had time to take a photo of the dress yet 😍😍❤❤😘😘 - Have bought here several times, affordable prices, quality products, the sellers are also very friendly... Always success 👍 - Good materials, affordable prices, I''m not disappointed shopping here - friendly service, smiling and kind.. always success AB by Jogja - Very good stuff, the price is also cheap 👍🏻"
Jogja Furniture Market(JFmarket),-7.912574,110.4673325,"3FP8+XWG, Kapingan, rt05temuwuh, Kec. Dlingo, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55783, Indonesia",5,-
@souvenirjogja_id,-7.8670219,110.3883464,"Jejeran, Wonokromo, Pleret, Bantul Regency, Special Region of Yogyakarta, Indonesia",5,-
Oleh-Oleh Khas Jogja AA,-7.7915963,110.3668717,"Sosromenduran, Gedong Tengen, Yogyakarta City, Special Region of Yogyakarta 55271, Indonesia",4.8,Searched by by - The most complete gift center in Jogja - The bakpia is still fresh - complete steady - Good bakpiane
Bakpia Pathok 086 Jaya Oleh-oleh Khas Jogja,-7.7915306,110.3664768,"Jl. Malioboro no. 56 Teras Malioboro 2, Blok R 2 Teras Malioboro 2, Blok D 18, Suryatmajan, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271, Indonesia",4.9,"Top - I''ve tried the bakpia, it''s soft, savory, the price is guaranteed, the service is also very friendly, just satisfying. Come on, try Bakpia 086 Jaya - The taste of the bakpia is delicious, savory, sweet, just right, the dry bakpia is different from the others, the wet bakpia is delicious, soft, there are lots of souvenirs ""typical of Jogja, very satisfied shopping at bakpia 086 jaya👍👍 - It''s very satisfying to shop at Bakpia 086 Jaya,, it''s endul and collects a lot... The service is also friendly, always successful, okay? - It''s very satisfying to shop at Bakpia 086 Jaya, the service is very satisfying, the taste of the bakpia is delicious, the stuffing of the original mung bean kumbu is really soft.
Will always come here when I go to Yogyakarta, the bakpia is really addicting"
Dagelan Pusat Oleh-Oleh Khas Jogja,-7.7936929,110.3658961,"Jalan Malioboro Nomer 52-58 Lantai LG Mall Malioboro, Yogyakarta, Suryatmajan, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55001, Indonesia",4.2,Siplah - 😍👍👍👍 - Alternative by Jogja - Buy Bakpia stake first when you come here - Mantap pokoknya
Peyek joglo oleh-oleh khas jogja,-7.8265824,110.3845544,"Jl. Sulthonain UH VI No.389, RT.40/RW.10, Sorosutan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55162, Indonesia",5,"The price is according to the taste, order first and get fresh and bouncy chips. Anyway, delicious and suitable - This is a new project that is suitable for souvenirs from YOGYAKARTA. The peyek is delicious and crispy. -  - Crispy savory, cheap and friendly - "
Oleh Oleh Kaos Khas Jogja Arifin,-7.79659,110.3655271,"Jl. Margo Mulyo No.106, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122, Indonesia",3,Okay
Pusat Oleh - Oleh Terlengkap,-7.8051894,110.3603387,"Jl. Ngasem No.8, Kadipaten, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55132, Indonesia",4.3,Very crowded. Bakpia is sold warm with many flavors. -  -  -  -
"""TOKO KITA 3"" Oleh-Oleh Khas Jogja",-7.7934878,110.3675463,"Suryatmajan, Danurejan, Yogyakarta City, Special Region of Yogyakarta, Indonesia",5,"The Best!!!
friendly seller
lots of bakpia testers
Every time you go to Yogya, buy souvenirs here
if you don''t have enough cash, please transfer BCA - The place is neat, clean and complete by him - Complete and cheap"
Yoguri Yoghurt (Oleh-oleh Khas Jogja),-7.7872586,110.3794919,"Jl. Kusbini No.13, Klitren, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55222, Indonesia",4.8,"Love their recent product!! greek yogurt and date milk, if you dont like sweet ask for less sugar. Yogurt was thick and ahhh delicious one yet so affordable. Very recommended - Recommended local yoghurt in Yogyakarta. Always fresh, tasty, thick and affordable. For 1 litre yoghurt using artificial fruit flavor or fresh fruit made by order. They have many flavors like carrot, banana, mango, lemon, guava, strawberry, soursop, avocado, grape, blueberry, vanilla, lychee, jackfruit, durian and mix. You also can request plain or less sugar yoghurt.
Order by phone or message is available.
Yoguri is located in the middle of city. Parking lot is not so wide but accessible for motorcycle and car. - Best locally fresh delicious cool yoghurt I''ve ever tasted! Been a fan since its named as ""Good Yoghurt"".
جزاهم الله خيرا
Hope to see you soon in Jakarta, Yoguri! Contact me if you want any help, haha. - Best yoghurt and best price! And it is locally produced. My toddler loves the manggo one. - They sell good homemade yoghurt. However too sweet for me"
Griya Batik Prima oleh oleh khas Jogja,-7.8156483,110.3682522,"Jl. Parangtritis No.14, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143, Indonesia",5,Good
Oleh-Oleh Batik Wahyu Khas Jogja Harga Grosir,-7.783373,110.4015298,"6C82+MJ2, Ambarukmo, Caturtunggal, Depok, Sleman Regency, Special Region of Yogyakarta 55281, Indonesia",0,
Oleh oleh jogja,-7.8060909,110.3608516,"Jl. Rotowijayan No.30a, Kadipaten, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55132, Indonesia",3,"Selling steamed souvenirs from the Jogja Monument in the west of the north square & the exp is 7 days, it''s different from the one in the Malioboronan area, where the exp is under 7 days. - the service is really bad, really don''t recommend - Service is not very good. Very disappointing - Excellent"
